plant,split,extremeness,rank
5309,train,1.3966,0.0884
5310,train,1.8375,0.2693
5311,train,1.5604,0.1430
5312,train,1.6245,0.1697
5313,train,2.7433,0.7456
5314,train,1.7573,0.2278
5315,train,2.9776,0.8265
5316,test,2.6261,0.6979
5317,train,1.3266,0.0711
5318,train,2.0013,0.3584
5319,val,3.8694,0.9643
5320,train,1.9051,0.3063
5321,train,1.8275,0.2637
5322,train,2.9333,0.8117
5323,train,2.7008,0.7302
5324,train,2.1959,0.4744
5325,train,3.3188,0.9029
5326,val,3.2806,0.8963
5327,train,2.3349,0.5495
5328,test,2.2955,0.5286
5329,val,3.7685,0.9557
5330,val,3.3160,0.9023
5331,test,2.5597,0.6650
5332,val,2.4796,0.6242
5333,val,2.8533,0.7849
5334,train,1.6148,0.1651
5335,train,1.7626,0.2311
5336,test,3.5654,0.9375
5337,train,3.1512,0.8705
5338,val,2.6508,0.7091
5339,train,2.1967,0.4752
5340,train,2.2209,0.4880
5341,train,1.9933,0.3542
5342,train,1.0007,0.0171
5343,train,3.0950,0.8581
5344,train,3.3123,0.9018
5345,train,1.5242,0.1301
5346,val,2.5513,0.6600
5347,train,2.2072,0.4804
5348,train,1.1212,0.0309
5349,train,2.8132,0.7710
5350,train,2.0815,0.4048
5351,train,2.2880,0.5246
5352,train,1.9706,0.3420
5353,train,1.5705,0.1476
5354,train,1.8383,0.2700
5355,train,1.3945,0.0876
5356,test,2.2016,0.4779
5357,train,2.2470,0.5028
5358,train,2.8407,0.7810
5359,test,2.2281,0.4926
5360,train,1.6842,0.1927
5361,train,1.1410,0.0337
5362,train,2.5744,0.6728
5363,train,2.0410,0.3820
5364,train,1.8516,0.2784
5365,test,4.0766,0.9763
5366,train,1.7769,0.2382
5367,train,1.8613,0.2831
5368,val,3.8302,0.9615
5369,val,2.5650,0.6679
5370,train,1.4960,0.1191
5371,val,3.1920,0.8800
5372,train,2.9049,0.8023
5373,train,1.5589,0.1423
5374,train,2.5487,0.6588
5375,train,2.1448,0.4408
5376,train,1.7018,0.1994
5377,train,2.4247,0.5971
5378,train,2.1742,0.4623
5379,test,3.7494,0.9543
5380,train,2.4153,0.5916
5381,train,1.1568,0.0373
5382,train,2.7869,0.7620
5383,train,1.2490,0.0519
5384,train,2.5349,0.6521
5385,train,2.1165,0.4252
5386,train,1.8256,0.2625
5387,train,2.1758,0.4636
5388,train,1.5304,0.1323
5389,train,2.0304,0.3758
5390,val,4.0283,0.9735
5391,train,1.2305,0.0481
5392,train,2.5886,0.6793
5393,train,1.4251,0.0957
5394,train,1.9668,0.3400
5395,train,2.4545,0.6116
5396,train,1.3185,0.0690
5397,train,2.0200,0.3690
5398,train,1.0157,0.0185
5399,train,2.0461,0.3844
5400,val,2.9497,0.8161
5401,train,2.5563,0.6628
5402,test,2.5139,0.6418
5403,test,3.2207,0.8861
5404,train,1.6839,0.1925
5405,train,1.6932,0.1967
5406,train,2.2590,0.5086
5407,val,2.4456,0.6085
5408,train,2.4809,0.6252
5409,train,1.6787,0.1909
5410,train,2.0347,0.3785
5411,train,1.7147,0.2054
5412,train,1.4433,0.1023
5413,train,2.0901,0.4096
5414,val,2.4013,0.5856
5415,val,2.5397,0.6548
5416,test,2.2798,0.5202
5417,train,4.7437,0.9926
5418,train,1.7392,0.2174
5419,train,2.5377,0.6538
5420,val,2.8138,0.7711
5421,train,2.0455,0.3841
5422,val,3.0081,0.8352
5423,train,1.3616,0.0799
5424,val,3.6968,0.9494
5425,train,1.9002,0.3041
5426,train,2.4379,0.6034
5427,train,2.6439,0.7060
5428,train,1.8901,0.2990
5429,train,2.0923,0.4110
5430,train,2.4219,0.5956
5431,train,1.8461,0.2744
5432,train,2.3777,0.5724
5433,train,1.6453,0.1775
5434,train,2.1906,0.4716
5435,test,1.7809,0.2400
5436,train,1.1315,0.0323
5437,train,2.4361,0.6027
5438,train,1.5182,0.1281
5439,test,3.1194,0.8635
5440,val,1.6926,0.1965
5441,train,1.5906,0.1554
5442,train,2.0647,0.3943
5443,test,3.8073,0.9596
5444,train,1.8116,0.2555
5445,test,3.0359,0.8431
5446,train,1.2631,0.0551
5447,train,1.3984,0.0886
5448,val,2.0682,0.3970
5449,train,2.9165,0.8068
5450,train,2.1563,0.4486
5451,train,1.6723,0.1885
5452,val,1.7986,0.2495
5453,train,2.3796,0.5730
5454,train,1.3158,0.0683
5455,train,3.3103,0.9014
5456,train,1.7415,0.2183
5457,train,2.1464,0.4416
5458,train,2.4803,0.6248
5459,train,2.4614,0.6148
5460,train,1.7898,0.2451
5461,train,1.2184,0.0459
5462,train,1.5628,0.1441
5463,train,2.4324,0.6009
5464,train,3.0767,0.8532
5465,train,1.6358,0.1733
5466,train,2.8787,0.7925
5467,train,3.2195,0.8856
5468,train,1.4212,0.0945
5469,train,3.0995,0.8589
5470,train,3.5538,0.9364
5471,train,1.7979,0.2489
5472,train,2.6118,0.6910
5473,train,1.3770,0.0837
5474,train,2.9517,0.8169
5475,train,2.4030,0.5862
5476,train,2.5557,0.6626
5477,train,2.3514,0.5591
5478,train,1.3900,0.0864
5479,train,1.7515,0.2246
5480,val,3.0652,0.8503
5481,train,1.8634,0.2844
5482,train,1.5392,0.1348
5483,train,1.5782,0.1501
5484,train,2.3859,0.5764
5485,test,2.9531,0.8175
5486,train,2.1070,0.4200
5487,train,2.0749,0.4005
5488,train,1.8654,0.2854
5489,val,2.7340,0.7429
5490,train,2.3337,0.5489
5491,train,2.3848,0.5758
5492,train,1.6762,0.1897
5493,train,1.8172,0.2582
5494,train,2.2106,0.4822
5495,test,2.6128,0.6916
5496,train,2.3098,0.5366
5497,test,3.4646,0.9251
5498,test,2.3673,0.5668
5499,train,1.8196,0.2592
5500,val,2.8744,0.7917
5501,train,3.2639,0.8931
5502,train,1.8984,0.3031
5503,train,1.7047,0.2007
5504,val,2.0997,0.4160
5505,train,1.9782,0.3457
5506,train,2.0848,0.4068
5507,val,3.8510,0.9629
5508,train,1.8604,0.2825
5509,train,2.5826,0.6762
5510,train,3.8931,0.9664
5511,train,2.0281,0.3744
5512,train,2.3871,0.5776
5513,train,1.6632,0.1852
5514,train,0.6991,0.0021
5515,train,1.1486,0.0351
5516,train,4.0205,0.9731
5517,train,1.5744,0.1489
5518,train,2.0606,0.3922
5519,test,2.9031,0.8019
5520,train,1.5170,0.1273
5521,train,1.5758,0.1494
5522,train,2.8804,0.7931
5523,val,3.4656,0.9254
5524,test,2.3861,0.5769
5525,train,2.4633,0.6160
5526,train,1.5672,0.1459
5527,test,1.7233,0.2098
5528,train,2.5372,0.6536
5529,train,1.7703,0.2357
5530,train,1.7422,0.2189
5531,train,2.1186,0.4262
5532,train,1.2695,0.0565
5533,val,2.2237,0.4898
5534,val,1.1022,0.0289
5535,train,2.4308,0.5999
5536,train,1.8662,0.2859
5537,train,2.0251,0.3722
5538,train,1.5194,0.1285
5539,val,3.2962,0.8988
5540,train,1.8227,0.2612
5541,train,1.5345,0.1335
5542,train,1.2593,0.0542
5543,val,2.1586,0.4509
5544,train,2.1566,0.4488
5545,train,1.6121,0.1639
5546,train,2.0468,0.3848
5547,train,1.6350,0.1731
5548,test,2.0413,0.3823
5549,train,2.6144,0.6928
5550,train,2.3397,0.5524
5551,train,3.1201,0.8638
5552,train,1.7382,0.2171
5553,test,4.1258,0.9781
5554,train,2.3770,0.5718
5555,train,1.3335,0.0727
5556,val,1.5803,0.1509
5557,train,1.4581,0.1070
5558,train,2.5631,0.6664
5559,val,2.5132,0.6413
5560,test,2.4737,0.6208
5561,train,2.3470,0.5563
5562,train,2.7278,0.7403
5563,train,2.8304,0.7771
5564,train,2.0850,0.4071
5565,train,2.2954,0.5285
5566,val,3.4160,0.9179
5567,train,2.0816,0.4050
5568,val,2.3971,0.5828
5569,test,3.3416,0.9066
5570,train,2.1049,0.4190
5571,test,2.6435,0.7058
5572,val,2.3604,0.5638
5573,train,1.6131,0.1642
5574,test,3.0039,0.8338
5575,val,3.0528,0.8472
5576,train,2.3563,0.5617
5577,train,1.6245,0.1697
5578,train,0.8797,0.0081
5579,train,1.9408,0.3261
5580,train,0.8369,0.0061
5581,train,1.8123,0.2558
5582,train,2.8031,0.7671
5583,train,1.5116,0.1253
5584,train,2.1109,0.4224
5585,val,2.7961,0.7652
5586,train,3.0441,0.8453
5587,train,1.7620,0.2308
5588,train,2.3855,0.5763
5589,train,2.6128,0.6917
5590,train,2.3898,0.5788
5591,test,4.0159,0.9727
5592,train,1.5775,0.1498
5593,train,1.8162,0.2576
5594,val,2.2165,0.4859
5595,train,1.5930,0.1564
5596,train,2.1184,0.4260
5597,train,2.1743,0.4626
5598,test,3.6127,0.9421
5599,val,5.7268,0.9983
5600,val,3.2264,0.8868
5601,train,1.6301,0.1715
5602,val,3.7092,0.9505
5603,val,2.8909,0.7974
5604,train,1.1061,0.0294
5605,train,1.6110,0.1631
5606,test,3.6072,0.9416
5607,train,1.1619,0.0380
5608,train,4.4375,0.9874
5609,test,2.5301,0.6488
5610,test,2.7474,0.7474
5611,test,4.9745,0.9953
5612,test,3.3184,0.9027
5613,train,3.1981,0.8813
5614,val,2.2239,0.4902
5615,train,2.0519,0.3878
5616,train,2.8007,0.7662
5617,val,2.9553,0.8186
5618,train,1.2961,0.0626
5619,train,1.6508,0.1798
5620,test,2.5355,0.6524
5621,train,1.7082,0.2030
5622,train,2.2735,0.5164
5623,train,2.2282,0.4928
5624,train,2.0983,0.4149
5625,train,2.0101,0.3631
5626,test,3.0796,0.8540
5627,train,3.8123,0.9603
5628,train,1.9729,0.3434
5629,val,1.6698,0.1877
5630,train,1.6503,0.1793
5631,test,2.2099,0.4815
5632,val,2.5968,0.6844
5633,train,2.0684,0.3971
5634,val,3.0301,0.8410
5635,train,2.7226,0.7379
5636,train,1.9983,0.3568
5637,train,2.1919,0.4723
5638,test,2.5232,0.6456
5639,train,2.5089,0.6392
5640,test,2.0949,0.4127
5641,train,1.9430,0.3277
5642,train,1.6996,0.1985
5643,test,3.2923,0.8980
5644,train,3.1483,0.8699
5645,train,1.0461,0.0223
5646,train,4.2178,0.9811
5647,train,1.9485,0.3302
5648,train,1.6034,0.1597
5649,train,2.9543,0.8183
5650,train,3.0905,0.8567
5651,val,3.0093,0.8355
5652,train,2.1071,0.4202
5653,train,2.5482,0.6584
5654,train,4.0660,0.9756
5655,val,2.6197,0.6953
5656,train,2.4839,0.6270
5657,train,2.8108,0.7701
5658,train,2.6321,0.7006
5659,train,1.5137,0.1263
5660,train,1.5117,0.1254
5661,train,1.8007,0.2508
5662,train,2.1475,0.4423
5663,train,1.9653,0.3390
5664,train,1.5125,0.1258
5665,train,1.9104,0.3094
5666,train,2.9794,0.8274
5667,test,3.0235,0.8390
5668,train,1.8586,0.2814
5669,test,3.4516,0.9233
5670,train,2.1188,0.4265
5671,train,0.9404,0.0115
5672,train,1.4456,0.1031
5673,train,2.2646,0.5120
5674,train,1.3148,0.0677
5675,test,3.2133,0.8845
5676,train,3.1240,0.8642
5677,test,2.7942,0.7647
5678,train,1.9876,0.3508
5679,train,2.1013,0.4171
5680,test,2.8184,0.7725
5681,train,1.5296,0.1321
5682,test,2.8062,0.7683
5683,train,2.4604,0.6146
5684,train,2.0752,0.4006
5685,test,3.0469,0.8462
5686,train,3.7724,0.9561
5687,train,1.6666,0.1865
5688,train,0.8197,0.0054
5689,val,2.7193,0.7368
5690,train,1.2600,0.0543
5691,train,1.5792,0.1503
5692,train,2.0324,0.3768
5693,val,2.3026,0.5323
5694,train,2.9016,0.8011
5695,test,2.8395,0.7805
5696,val,2.3437,0.5546
5697,train,1.6484,0.1787
5698,train,3.2531,0.8914
5699,train,2.2320,0.4954
5700,test,2.3952,0.5817
5701,train,1.5095,0.1238
5702,val,2.1934,0.4732
5703,val,3.0993,0.8588
5704,test,2.4562,0.6124
5705,train,1.6825,0.1920
5706,train,1.5112,0.1251
5707,train,2.2601,0.5092
5708,train,1.3581,0.0789
5709,train,1.6241,0.1694
5710,train,1.3294,0.0718
5711,train,1.9307,0.3202
5712,val,3.3558,0.9090
5713,train,2.5759,0.6735
5714,test,2.7805,0.7597
5715,train,0.7872,0.0040
5716,val,2.8196,0.7729
5717,train,1.8743,0.2896
5718,train,2.0891,0.4093
5719,train,2.8460,0.7825
5720,val,2.5097,0.6394
5721,train,1.5212,0.1292
5722,train,1.3100,0.0666
5723,train,1.7801,0.2396
5724,train,2.2100,0.4817
5725,train,1.4005,0.0891
5726,train,2.0328,0.3772
5727,train,3.6599,0.9462
5728,val,1.6424,0.1759
5729,train,2.5804,0.6754
5730,train,1.7171,0.2065
5731,train,1.4486,0.1037
5732,train,1.2313,0.0481
5733,test,3.0278,0.8401
5734,train,1.9777,0.3456
5735,train,1.1887,0.0416
5736,train,2.5655,0.6684
5737,train,2.9260,0.8101
5738,train,2.5286,0.6476
5739,train,1.4693,0.1100
5740,train,2.0301,0.3756
5741,train,2.8404,0.7809
5742,val,2.6492,0.7084
5743,train,2.0779,0.4023
5744,train,2.3067,0.5344
5745,train,1.6099,0.1623
5746,val,1.8129,0.2560
5747,train,1.2888,0.0610
5748,val,3.7950,0.9587
5749,train,2.1861,0.4693
5750,test,3.7307,0.9530
5751,test,1.7874,0.2434
5752,val,2.9902,0.8305
5753,train,2.5436,0.6565
5754,train,4.6830,0.9914
5755,train,1.8458,0.2742
5756,train,2.5763,0.6738
5757,train,2.3248,0.5445
5758,train,1.8862,0.2968
5759,test,2.2520,0.5050
5760,train,2.4439,0.6077
5761,train,1.3951,0.0878
5762,train,2.8857,0.7957
5763,train,1.8990,0.3034
5764,train,2.0970,0.4139
5765,train,3.9551,0.9696
5766,train,2.7023,0.7308
5767,train,2.4311,0.6002
5768,val,3.1695,0.8747
5769,train,1.9759,0.3447
5770,train,1.6381,0.1742
5771,train,1.0436,0.0218
5772,train,0.8427,0.0062
5773,train,1.1774,0.0403
5774,train,1.4303,0.0979
5775,train,1.5516,0.1397
5776,train,2.5621,0.6658
5777,test,3.1953,0.8808
5778,train,2.0147,0.3657
5779,train,1.4799,0.1139
5780,train,1.7580,0.2283
5781,train,2.1854,0.4689
5782,train,2.1309,0.4322
5783,test,3.5907,0.9401
5784,train,2.9173,0.8070
5785,train,2.6375,0.7030
5786,train,2.9009,0.8008
5787,train,1.5102,0.1241
5788,train,2.5731,0.6722
5789,train,1.2980,0.0633
5790,train,2.0697,0.3978
5791,train,1.1905,0.0417
5792,train,2.5497,0.6592
5793,test,5.2279,0.9969
5794,train,1.6223,0.1686
5795,train,1.9609,0.3364
5796,val,3.8045,0.9593
5797,train,2.3349,0.5496
5798,train,1.8479,0.2763
5799,test,2.5903,0.6807
5800,train,3.0429,0.8448
5801,test,2.4277,0.5986
5802,train,1.1251,0.0314
5803,train,1.6438,0.1767
5804,train,2.3660,0.5661
5805,train,3.4874,0.9275
5806,train,1.3221,0.0700
5807,train,1.7569,0.2273
5808,train,2.0741,0.3998
5809,train,1.8748,0.2898
5810,test,2.4812,0.6255
5811,val,2.9698,0.8237
5812,val,2.1437,0.4398
5813,train,2.1884,0.4706
5814,val,2.7999,0.7659
5815,train,1.4801,0.1141
5816,val,3.2862,0.8973
5817,train,2.3294,0.5470
5818,train,1.6475,0.1782
5819,train,3.0362,0.8431
5820,val,2.8517,0.7845
5821,train,1.3933,0.0869
5822,train,2.1495,0.4436
5823,train,2.1138,0.4238
5824,train,2.6899,0.7254
5825,train,1.9412,0.3263
5826,train,1.1514,0.0357
5827,train,1.7111,0.2041
5828,train,3.8100,0.9602
5829,test,1.9553,0.3339
5830,train,1.3423,0.0747
5831,val,3.6527,0.9455
5832,train,2.0305,0.3760
5833,train,2.5565,0.6630
5834,train,4.4967,0.9889
5835,train,2.1573,0.4494
5836,val,3.7306,0.9529
5837,train,2.5441,0.6567
5838,train,1.6437,0.1765
5839,train,1.9020,0.3049
5840,train,2.2716,0.5153
5841,train,1.7320,0.2141
5842,train,2.2020,0.4782
5843,val,6.2109,0.9990
5844,train,2.0316,0.3762
5845,train,1.9015,0.3043
5846,test,2.5866,0.6783
5847,train,2.7609,0.7526
5848,val,2.7791,0.7593
5849,test,3.4439,0.9218
5850,train,1.7578,0.2281
5851,test,2.0509,0.3871
5852,train,2.1555,0.4481
5853,train,1.8646,0.2849
5854,train,1.5198,0.1287
5855,test,3.0567,0.8481
5856,train,0.9808,0.0153
5857,train,2.8445,0.7820
5858,val,2.2644,0.5118
5859,test,2.6915,0.7263
5860,train,1.7935,0.2469
5861,train,1.5233,0.1297
5862,train,1.8777,0.2914
5863,train,1.9019,0.3048
5864,train,2.3108,0.5374
5865,train,2.2283,0.4929
5866,train,2.9936,0.8311
5867,train,1.0371,0.0212
5868,train,2.0832,0.4060
5869,train,2.3682,0.5670
5870,train,1.9547,0.3334
5871,val,3.4546,0.9237
5872,train,1.8786,0.2917
5873,val,4.0313,0.9736
5874,train,1.6771,0.1903
5875,train,2.6456,0.7072
5876,train,2.6423,0.7051
5877,train,2.4069,0.5870
5878,train,2.2584,0.5083
5879,train,1.8792,0.2924
5880,train,2.2638,0.5112
5881,train,2.9312,0.8110
5882,test,2.5773,0.6746
5883,train,2.4867,0.6282
5884,train,1.2937,0.0622
5885,val,3.7667,0.9555
5886,test,2.0772,0.4016
5887,test,3.9521,0.9695
5888,test,1.4800,0.1139
5889,train,2.0462,0.3845
5890,val,3.9886,0.9719
5891,train,1.7836,0.2415
5892,train,1.9667,0.3398
5893,train,2.8589,0.7865
5894,train,1.9391,0.3253
5895,train,2.5129,0.6412
5896,train,1.9693,0.3416
5897,train,1.4527,0.1049
5898,val,2.5801,0.6753
5899,test,2.8114,0.7702
5900,val,2.4810,0.6253
5901,val,2.4097,0.5887
5902,train,3.3264,0.9039
5903,test,2.0087,0.3623
5904,val,2.4297,0.5996
5905,train,4.5776,0.9902
5906,train,1.9517,0.3317
5907,train,1.6119,0.1638
5908,test,3.3316,0.9051
5909,test,2.7495,0.7483
5910,train,2.1626,0.4534
5911,train,2.1849,0.4686
5912,train,1.3389,0.0739
5913,train,1.5902,0.1552
5914,train,1.4854,0.1154
5915,train,1.8252,0.2624
5916,train,2.0928,0.4114
5917,train,2.2682,0.5139
5918,train,2.2945,0.5282
5919,test,4.3303,0.9844
5920,test,3.3662,0.9106
5921,val,2.6712,0.7176
5922,test,3.3500,0.9079
5923,train,1.6064,0.1609
5924,train,2.0171,0.3673
5925,train,2.1850,0.4687
5926,train,1.5266,0.1306
5927,train,1.9825,0.3480
5928,train,2.6725,0.7182
5929,train,2.1469,0.4422
5930,train,1.6713,0.1882
5931,test,3.1888,0.8795
5932,train,1.3084,0.0662
5933,train,1.7886,0.2443
5934,train,1.8875,0.2975
5935,train,1.7646,0.2325
5936,train,2.1207,0.4274
5937,train,1.2649,0.0556
5938,train,1.3065,0.0658
5939,val,2.8031,0.7672
5940,train,2.1693,0.4580
5941,train,1.9259,0.3182
5942,val,2.7328,0.7428
5943,test,3.2371,0.8887
5944,train,1.4101,0.0918
5945,train,3.2692,0.8947
5946,test,2.3649,0.5656
5947,val,2.4187,0.5936
5948,train,1.8301,0.2653
5949,train,1.6479,0.1785
5950,train,3.0783,0.8535
5951,train,2.3106,0.5372
5952,test,4.8990,0.9943
5953,val,2.7174,0.7358
5954,train,1.5098,0.1241
5955,train,2.3882,0.5779
5956,train,1.4935,0.1179
5957,train,1.2777,0.0583
5958,train,2.7928,0.7639
5959,test,3.0290,0.8407
5960,train,1.8302,0.2654
5961,test,2.1589,0.4514
5962,test,2.4087,0.5881
5963,train,2.0125,0.3642
5964,train,1.8804,0.2936
5965,train,1.5335,0.1331
5966,val,2.2616,0.5097
5967,train,2.5241,0.6458
5968,train,2.0868,0.4080
5969,train,0.9427,0.0118
5970,train,2.3433,0.5544
5971,train,2.6884,0.7247
5972,train,1.4343,0.0993
5973,train,4.4024,0.9867
5974,train,2.9197,0.8079
5975,train,1.9692,0.3415
5976,val,3.5148,0.9310
5977,train,2.2011,0.4775
5978,test,2.3475,0.5566
5979,train,2.6969,0.7284
5980,train,2.0845,0.4066
5981,test,2.5198,0.6445
5982,val,2.1521,0.4452
5983,train,2.4957,0.6318
5984,train,1.6536,0.1811
5985,val,2.5807,0.6755
5986,train,2.6959,0.7280
5987,train,0.9345,0.0109
5988,train,2.0997,0.4160
5989,train,2.7895,0.7629
5990,train,2.1765,0.4638
5991,test,1.6487,0.1789
5992,val,2.3027,0.5324
5993,train,2.4417,0.6062
5994,val,4.4046,0.9868
5995,train,1.3176,0.0689
5996,train,2.0730,0.3992
5997,train,3.0432,0.8449
5998,train,2.0417,0.3824
5999,train,2.2245,0.4904
6000,test,3.0018,0.8333
6001,train,1.2343,0.0487
6002,train,1.5181,0.1278
6003,train,1.8154,0.2574
6004,train,2.6169,0.6942
6005,train,3.5688,0.9377
6006,val,3.3027,0.9000
6007,train,1.8905,0.2992
6008,train,1.3714,0.0823
6009,train,2.0877,0.4085
6010,train,1.8106,0.2551
6011,train,3.3925,0.9151
6012,train,1.2436,0.0507
6013,train,2.5081,0.6390
6014,train,2.2943,0.5280
6015,test,2.3411,0.5532
6016,train,1.1395,0.0333
6017,val,2.4631,0.6156
6018,val,2.1001,0.4165
6019,train,2.0262,0.3732
6020,train,2.5743,0.6726
6021,val,2.2908,0.5258
6022,train,3.0597,0.8487
6023,train,2.9216,0.8087
6024,test,4.9706,0.9951
6025,train,2.3181,0.5413
6026,train,1.9602,0.3360
6027,train,2.4143,0.5910
6028,train,2.2844,0.5226
6029,train,2.6550,0.7114
6030,train,0.8109,0.0047
6031,val,2.6549,0.7114
6032,train,1.1226,0.0310
6033,train,2.1433,0.4395
6034,test,2.8942,0.7987
6035,train,1.9640,0.3382
6036,train,2.5308,0.6494
6037,train,1.1924,0.0419
6038,train,1.1769,0.0401
6039,train,1.6766,0.1901
6040,val,2.4470,0.6092
6041,test,2.3268,0.5457
6042,train,2.8588,0.7864
6043,train,2.7668,0.7551
6044,train,2.4507,0.6102
6045,test,2.0412,0.3822
6046,train,1.8941,0.3006
6047,train,0.8717,0.0077
6048,train,0.9558,0.0127
6049,train,2.8651,0.7887
6050,train,2.0949,0.4128
6051,train,1.7709,0.2361
6052,train,2.0659,0.3953
6053,val,3.8506,0.9629
6054,train,3.1112,0.8620
6055,train,2.4629,0.6155
6056,train,1.7405,0.2180
6057,train,1.3588,0.0791
6058,train,1.3920,0.0869
6059,test,4.7587,0.9927
6060,test,2.6679,0.7164
6061,test,2.8349,0.7784
6062,test,3.0598,0.8489
6063,train,1.8942,0.3007
6064,val,2.2954,0.5284
6065,train,3.1887,0.8794
6066,train,1.5906,0.1553
6067,train,2.9329,0.8114
6068,train,1.7132,0.2049
6069,val,2.9684,0.8233
6070,train,1.5750,0.1493
6071,train,2.0793,0.4035
6072,test,3.8060,0.9595
6073,train,2.5651,0.6680
6074,train,2.6202,0.6955
6075,test,3.4187,0.9181
6076,train,1.1850,0.0411
6077,train,1.9375,0.3242
6078,val,3.8556,0.9633
6079,val,1.9845,0.3492
6080,train,1.5349,0.1336
6081,train,1.9821,0.3477
6082,train,1.0570,0.0237
6083,train,1.7616,0.2304
6084,val,5.8077,0.9985
6085,train,0.4191,0.0001
6086,test,3.0070,0.8349
6087,val,2.6246,0.6972
6088,train,1.3622,0.0801
6089,train,2.5896,0.6804
6090,train,1.8718,0.2880
6091,train,2.1383,0.4367
6092,train,1.1269,0.0319
6093,train,1.1200,0.0308
6094,train,1.9317,0.3210
6095,train,3.0620,0.8495
6096,train,2.5595,0.6648
6097,train,2.0820,0.4052
6098,train,1.8120,0.2556
6099,train,1.6063,0.1609
6100,train,1.6261,0.1701
6101,train,1.7229,0.2094
6102,val,2.8086,0.7693
6103,train,1.6067,0.1611
6104,test,2.4549,0.6118
6105,test,3.2659,0.8939
6106,train,1.5847,0.1531
6107,train,1.3094,0.0665
6108,train,1.5513,0.1395
6109,train,2.4285,0.5988
6110,val,4.4654,0.9881
6111,train,2.1858,0.4691
6112,train,2.6651,0.7154
6113,val,2.2703,0.5147
6114,train,1.7952,0.2478
6115,train,2.3170,0.5408
6116,train,1.7556,0.2267
6117,test,3.0784,0.8537
6118,val,6.4488,0.9993
6119,train,2.9651,0.8224
6120,train,2.2187,0.4870
6121,train,2.0823,0.4053
6122,train,4.1268,0.9782
6123,train,2.7807,0.7598
6124,train,3.2254,0.8867
6125,val,4.9924,0.9954
6126,train,3.5607,0.9371
6127,train,2.2817,0.5212
6128,val,3.8695,0.9644
6129,train,1.1519,0.0358
6130,val,4.7066,0.9918
6131,test,3.6308,0.9434
6132,test,3.5418,0.9350
6133,train,1.4114,0.0922
6134,train,3.2117,0.8841
6135,train,2.4993,0.6344
6136,train,2.4593,0.6142
